MachineID,Date,Failure,RepairType,DowntimeHours
100,2025-02-23,Y,Minor,3.51
28,2025-01-20,Y,Minor,0.05
69,2025-02-03,N,Major,0.84
78,2025-01-19,N,Minor,2.04
41,01/28/2025,Y,Major,1.77
29,2025-01-09,N,Major,5.13
7,01/07/2025,N,Major,6.84
43,2025-02-19,N,Minor,2.22
80,2025-01-08,Y,Major,23.0
97,01/25/2025,Y,Major,4.06
36,06/16/2025,Y,,2.32
94,2025-01-05,N,Minor,10.52
75,2025-01-11,Y,Major,4.42
71,01/19/2025,N,Major,5.46
21,2025-01-13,N,Minor,4.15
47,2025-02-09,Y,Major,3.97
97,2025-01-04,N,Major,2.71
93,2025-01-06,Y,Major,5.63
81,01/01/2025,N,Minor,4.69
81,2025-01-19,Y,Minor,7.3
4,01/12/2025,Y,Major,4.86
100,02/22/2025,Y,Major,3.13
20,2025-01-10,Y,Minor,1.63
16,2025-01-01,N,Major,2.65
80,2025-04-23,N,Major,9.81
76,2025-01-29,Y,Minor,0.38
52,2025-02-03,N,Minor,9.65
11,2025-01-02,N,Major,0.73
82,01/03/2025,Y,Minor,4.74
24,2025-01-31,Y,Major,6.49
40,2025-01-04,Y,Major,7.55
90,2025-03-24,N,Minor,18.17
84,2025-01-09,N,Major,7.12
79,02/15/2025,Y,Minor,2.54
90,2025-01-02,N,Major,0.76
83,2025-01-25,N,Major,1.17
89,2025-02-20,Y,Major,2.41
1,2025-01-28,N,,1.18
22,2025-01-13,N,Major,5.36
49,2025-03-20,Y,Major,0.5
88,2025-01-21,N,Major,2.57
43,2025-02-09,Y,Minor,4.69
49,2025-02-12,Y,Minor,3.38
75,2025-02-03,N,Major,13.54
1,01/16/2025,Y,,0.03
36,01/05/2025,Y,Minor,0.78
69,01/24/2025,N,Minor,2.52
21,2025-02-09,Y,Major,3.42
59,03/13/2025,Y,Major,2.46
4,2025-02-08,N,Major,4.33
23,01/08/2025,N,Major,4.88
43,01/05/2025,N,Major,5.2
64,2025-01-18,N,Minor,8.31
19,2025-01-23,Y,Minor,3.62
63,04/19/2025,Y,,5.96
32,2025-01-04,N,Major,0.89
75,2025-01-27,Y,Major,2.78
23,2025-01-23,N,Minor,4.41
53,01/30/2025,Y,Major,15.67
34,2025-01-13,N,Minor,0.41
31,2025-01-11,Y,Major,1.31
71,2025-03-30,Y,Major,7.72
23,2025-02-17,N,Major,0.9
60,2025-01-10,Y,Major,1.08
29,02/08/2025,N,Minor,9.95
44,2025-01-22,Y,Major,2.47
96,2025-02-01,N,Major,32.18
7,2025-02-03,N,Minor,6.0
1,03/15/2025,Y,Minor,3.07
100,02/24/2025,N,Major,3.0
32,2025-01-11,Y,Major,8.79
16,2025-03-22,Y,Major,6.51
89,01/27/2025,Y,Major,3.67
2,01/17/2025,Y,Major,1.69
44,2025-01-20,Y,Major,2.19
90,02/11/2025,Y,Major,16.49
70,01/01/2025,N,Major,7.28
49,2025-01-21,N,Major,4.06
80,2025-02-27,N,Minor,4.51
45,2025-03-10,Y,Minor,3.08
8,01/07/2025,Y,Minor,2.97
73,2025-01-19,Y,,9.55
78,2025-03-12,Y,Major,0.62
68,2025-03-17,N,Minor,14.56
57,02/03/2025,Y,Major,1.94
8,2025-01-08,Y,Major,16.43
73,2025-01-01,Y,Major,1.29
84,03/20/2025,Y,Minor,5.59
71,2025-02-04,N,Major,2.56
32,2025-02-09,N,,3.78
49,2025-02-06,N,Major,8.28
91,2025-01-13,Y,Major,1.74
58,01/05/2025,N,,0.62
11,2025-01-06,Y,Major,9.79
27,2025-01-16,N,Minor,3.6
47,2025-01-03,N,Major,6.44
2,2025-01-23,N,Major,0.59
17,2025-01-23,N,Major,2.77
59,2025-01-31,Y,Major,1.97
69,01/03/2025,Y,Major,1.41
100,01/06/2025,N,,14.5
74,2025-02-10,Y,Minor,23.83
6,2025-01-09,N,Minor,1.51
99,2025-01-09,N,,1.35
81,2025-01-11,Y,Minor,1.08
70,2025-02-03,N,Major,0.67
33,2025-01-07,Y,Minor,1.1
45,2025-02-05,N,Major,1.75
49,02/11/2025,Y,Minor,2.94
87,2025-01-29,Y,Minor,5.3
71,2025-01-31,Y,Minor,1.72
63,01/26/2025,N,Major,1.75
43,2025-01-10,Y,Minor,3.25
12,2025-01-22,Y,Minor,2.75
10,02/18/2025,N,Major,0.68
92,01/21/2025,Y,Minor,8.51
68,2025-02-04,N,Minor,0.2
39,2025-01-26,Y,Major,3.98
85,2025-01-04,N,Minor,3.72
60,01/11/2025,Y,,12.25
3,2025-02-16,Y,Minor,1.59
90,01/19/2025,Y,Major,1.5
52,2025-02-12,Y,Minor,4.27
60,2025-04-05,Y,,1.25
69,2025-01-09,Y,Major,22.95
89,2025-05-26,N,Major,0.24
4,2025-01-12,Y,Minor,2.07
4,2025-01-07,N,Major,1.8
73,2025-01-09,Y,Major,3.61
61,01/04/2025,Y,Minor,9.28
19,01/12/2025,N,Minor,0.88
49,02/15/2025,Y,Major,1.64
54,01/26/2025,Y,Major,23.38
66,01/30/2025,N,Minor,4.05
84,02/06/2025,N,Minor,1.87
54,02/11/2025,Y,Major,5.94
63,2025-02-21,Y,Major,2.05
99,2025-04-11,Y,Major,9.59
1,01/07/2025,Y,Minor,11.81
47,2025-01-05,Y,Major,0.05
91,2025-01-21,N,Major,3.89
31,2025-01-13,Y,Major,5.24
53,2025-01-27,Y,,5.31
56,2025-02-26,N,Minor,7.47
3,01/02/2025,N,Minor,8.18
84,2025-02-14,N,Major,1.51
36,2025-01-01,N,Minor,4.2
99,2025-01-16,N,Major,0.74
73,01/09/2025,N,Major,0.77
31,2025-03-31,N,Minor,3.24
43,01/23/2025,Y,Minor,0.52
43,2025-06-06,Y,Major,1.02
76,2025-03-01,Y,,3.82
51,2025-03-12,Y,Minor,5.8
88,2025-01-12,Y,Minor,8.48
31,01/04/2025,N,Minor,10.78
24,02/17/2025,Y,Minor,4.79
77,2025-01-19,N,Major,3.04
33,04/05/2025,Y,Major,6.13
49,2025-04-08,Y,,0.49
53,01/24/2025,Y,Major,7.38
28,2025-01-09,Y,Major,0.06
64,2025-03-14,Y,Minor,0.68
1,01/09/2025,N,Major,2.54
92,2025-01-28,Y,Minor,6.76
46,2025-01-16,N,Minor,13.34
28,2025-02-04,Y,Minor,1.63
46,2025-01-07,Y,Major,3.41
37,01/03/2025,Y,Minor,5.96
53,2025-02-19,Y,Major,14.85
28,2025-02-21,N,Minor,0.74
77,2025-01-19,N,Minor,2.08
71,2025-02-05,Y,Major,9.01
42,2025-01-03,Y,Minor,3.76
57,2025-03-01,Y,Minor,7.22
59,2025-01-27,Y,Minor,5.41
9,2025-01-03,Y,Minor,0.26
25,2025-01-24,N,Minor,1.4
46,2025-01-01,Y,Minor,4.75
40,2025-01-19,N,Major,10.77
72,2025-01-11,N,Major,3.88
1,2025-04-07,Y,Minor,0.03
38,2025-01-17,N,Major,2.23
47,2025-01-30,Y,Major,2.64
52,2025-02-14,Y,Minor,0.52
53,2025-02-13,Y,Major,0.9
53,2025-02-02,N,Major,6.95
96,2025-01-02,N,Major,4.66
48,2025-01-07,N,Major,2.39
32,2025-02-08,Y,Minor,4.02
67,2025-02-11,Y,Major,3.35
93,2025-01-06,N,Major,7.48
8,2025-01-04,N,Major,6.55
33,02/17/2025,N,Major,15.94
47,03/25/2025,Y,Major,0.38
41,2025-01-16,N,Minor,0.46
46,01/06/2025,N,Minor,3.43
35,2025-02-03,Y,Minor,3.31
89,03/08/2025,Y,Major,7.32
66,01/13/2025,Y,Minor,3.97
20,2025-02-09,Y,,9.14
44,01/07/2025,N,Major,2.42
77,01/29/2025,N,Major,3.21
86,02/21/2025,N,Minor,4.5
88,2025-01-19,N,Minor,2.24
68,06/01/2025,N,Minor,2.78
5,2025-01-18,Y,Major,30.37
67,2025-01-20,Y,Minor,2.59
10,2025-01-17,N,Major,20.57
49,2025-01-05,Y,,12.75
36,2025-01-11,Y,Minor,4.21
23,2025-02-05,N,Minor,1.83
85,2025-03-09,Y,Major,6.84
81,2025-02-13,Y,Major,4.98
69,2025-01-19,Y,Major,8.72
90,2025-01-27,Y,Major,5.03
11,2025-01-24,N,Minor,7.35
88,02/04/2025,N,Minor,1.91
50,2025-01-04,Y,Major,2.36
17,03/24/2025,Y,Minor,4.48
46,2025-01-28,N,Minor,4.39
31,2025-01-01,Y,Major,7.92
94,2025-03-20,N,Minor,7.76
51,2025-02-08,Y,Major,7.65
35,2025-04-09,Y,Major,6.48
10,2025-02-10,Y,Minor,3.11
54,2025-01-04,Y,Minor,4.61
4,2025-01-15,Y,Minor,11.78
65,2025-01-07,Y,Major,7.2
67,2025-01-02,N,Major,4.63
91,2025-01-23,N,Major,0.98
94,2025-02-01,Y,Minor,5.45
33,01/04/2025,Y,Major,0.12
53,2025-01-05,Y,Minor,4.5
82,2025-01-18,Y,Minor,1.89
9,01/04/2025,N,Major,5.48
75,2025-01-12,N,Minor,3.63
85,2025-01-14,Y,Minor,4.08
42,2025-01-28,Y,Major,0.87
93,01/12/2025,Y,Major,1.78
87,01/19/2025,Y,,5.94
31,2025-01-26,N,Major,0.86
16,2025-01-22,Y,Minor,2.88
9,2025-01-20,Y,Minor,1.39
18,2025-01-02,N,Major,2.62
33,2025-01-20,Y,Major,2.1
82,2025-01-23,N,,9.01
59,03/15/2025,Y,Major,1.66
75,2025-01-07,Y,Minor,3.02
6,01/10/2025,Y,Major,1.66
46,2025-02-18,N,Major,5.64
69,2025-01-07,Y,Minor,4.62
80,2025-03-24,N,Major,1.42
42,01/08/2025,Y,Major,2.39
31,01/21/2025,Y,Major,0.79
82,2025-02-03,N,Minor,25.14
31,2025-01-07,N,Minor,4.47
31,2025-01-02,Y,Major,3.93
43,03/30/2025,Y,Minor,1.35
49,2025-01-31,N,,5.9
6,2025-01-01,Y,Minor,0.91
35,2025-01-12,N,Major,4.71
22,2025-01-14,Y,Major,0.67
97,01/02/2025,N,Minor,4.32
46,2025-01-16,Y,Major,1.53
48,2025-01-01,Y,Major,0.01
5,2025-03-20,Y,Minor,12.26
69,2025-03-31,Y,Minor,13.31
36,01/18/2025,N,Minor,3.22
17,2025-01-03,N,Minor,8.18
79,01/15/2025,Y,Major,0.13
17,2025-01-04,Y,Minor,6.07
33,2025-03-20,N,Major,12.29
66,2025-03-26,Y,Major,1.25
24,2025-01-03,Y,Major,2.55
2,2025-02-15,N,Major,0.94
16,2025-04-30,N,Major,8.31
50,2025-01-12,Y,Major,1.26
25,2025-01-02,N,Major,1.65
88,2025-01-23,N,Minor,12.15
43,2025-01-31,N,Major,4.4
57,01/26/2025,N,Major,2.35
41,03/17/2025,N,,1.77
91,2025-02-09,Y,Major,0.71
10,2025-01-11,N,Minor,6.04
72,2025-01-04,N,Minor,3.61
28,2025-01-19,N,Minor,9.31
22,2025-02-11,N,Major,3.8
42,2025-01-16,Y,,2.04
32,2025-01-28,Y,Major,4.85
62,2025-01-01,Y,Minor,3.56
48,01/18/2025,Y,Major,9.38
60,2025-01-15,N,,5.42
63,2025-04-30,N,Minor,3.77
44,2025-01-07,N,Major,4.81
96,2025-01-21,Y,Minor,1.52
92,2025-03-08,Y,Major,25.29
89,02/01/2025,N,Major,2.9
53,01/17/2025,Y,Major,3.45
52,2025-01-27,N,Major,4.45
1,2025-01-26,Y,Major,1.18
67,01/12/2025,Y,Minor,0.11
83,2025-01-14,Y,Major,0.07
43,2025-01-03,N,Minor,2.3
56,2025-06-23,Y,Minor,4.14
40,2025-01-06,N,Major,29.88
62,2025-03-21,N,Minor,2.33
88,2025-01-06,N,Major,1.51
33,2025-02-06,N,Major,8.89
58,2025-02-02,N,Major,5.03
98,2025-01-26,Y,Major,2.44
2,2025-01-07,Y,Major,1.46
48,2025-01-27,Y,Major,10.63
61,2025-01-06,N,Major,6.32
11,01/22/2025,Y,Minor,3.12
35,2025-01-16,N,Major,6.52
38,2025-02-14,N,Minor,2.58
48,01/09/2025,N,Major,4.1
13,2025-01-01,Y,Major,0.58
81,2025-01-15,N,Major,5.6
49,2025-02-04,N,Major,1.9
27,01/18/2025,Y,Minor,1.22
100,01/19/2025,Y,Minor,2.61
9,2025-01-31,Y,Major,4.06
13,01/15/2025,Y,,1.24
39,04/12/2025,N,Major,0.86
11,2025-01-09,Y,Major,4.11
13,02/07/2025,Y,Major,0.56
22,2025-02-20,Y,Minor,4.25
92,02/16/2025,Y,Minor,4.39
53,02/10/2025,Y,Minor,1.22
44,2025-01-14,Y,Major,9.49
61,02/23/2025,Y,Minor,3.96
60,2025-01-19,Y,Major,15.53
92,2025-01-11,Y,Major,12.39
9,2025-01-09,N,Minor,12.36
51,2025-01-30,Y,Major,6.43
46,2025-01-10,Y,,0.24
92,2025-01-06,Y,Major,2.74
13,2025-05-04,Y,Major,10.21
39,2025-02-13,Y,Minor,5.37
33,2025-01-02,Y,Minor,3.96
91,01/04/2025,N,Minor,7.07
5,2025-02-25,N,Minor,10.73
46,2025-03-27,Y,Major,5.16
48,2025-01-19,Y,Minor,0.74
19,2025-03-04,Y,Major,0.07
79,2025-03-01,Y,Major,9.95
54,2025-01-26,N,,1.79
51,01/15/2025,Y,Major,4.64
37,2025-01-10,N,Minor,5.01
71,2025-01-22,Y,Major,5.51
48,03/04/2025,N,Minor,1.53
77,01/18/2025,N,Minor,12.13
19,2025-01-24,N,Major,11.67
22,2025-01-17,Y,Minor,1.78
22,2025-02-14,Y,Minor,7.65
87,2025-03-20,N,Major,15.02
37,2025-01-15,Y,Minor,0.12
17,2025-01-15,Y,Minor,9.03
15,2025-02-15,Y,Major,0.18
23,2025-01-22,N,Minor,3.29
73,01/20/2025,N,Major,8.58
9,01/02/2025,N,Minor,42.57
10,01/17/2025,Y,Minor,0.56
31,2025-04-27,N,Major,7.33
41,2025-01-01,N,Minor,1.06
58,01/24/2025,Y,,11.26
55,01/01/2025,N,Major,8.71
55,02/09/2025,Y,Minor,4.03
76,2025-01-19,Y,Major,10.91
48,2025-02-02,N,Minor,5.18
36,2025-01-04,Y,Major,0.18
10,02/12/2025,Y,Minor,18.22
25,2025-01-04,Y,Minor,0.44
59,2025-01-28,N,Major,3.53
83,02/15/2025,N,Major,5.1
52,02/27/2025,N,,13.02
53,2025-01-23,Y,Major,2.81
34,2025-01-06,Y,,3.45
32,02/04/2025,Y,Major,6.02
8,2025-02-04,Y,Minor,2.28
16,01/22/2025,N,Minor,14.42
75,2025-01-15,Y,Minor,9.91
60,2025-03-12,Y,Minor,0.08
36,2025-01-17,Y,Minor,0.67
66,2025-01-29,N,Minor,0.93
25,01/02/2025,Y,,9.25
20,03/05/2025,Y,Major,1.12
71,2025-01-17,N,Minor,1.66
76,2025-02-12,Y,Minor,9.56
84,01/12/2025,Y,Major,0.81
74,2025-01-31,Y,Major,2.87
77,2025-03-12,N,Minor,8.76
68,2025-03-12,Y,Minor,2.12
87,2025-04-27,Y,Major,2.29
63,2025-02-05,N,Minor,4.43
74,02/06/2025,Y,Major,1.27
61,2025-01-28,Y,Major,21.47
52,2025-01-14,N,Major,4.59
79,2025-01-17,Y,Major,1.68
6,2025-01-23,N,Major,11.91
27,2025-01-14,Y,Major,13.78
68,2025-03-08,N,Major,0.4
84,04/20/2025,N,Minor,8.23
68,01/25/2025,Y,Major,2.78
50,2025-02-11,Y,Minor,1.8
9,2025-01-02,N,Major,1.4
35,01/17/2025,N,Major,7.12
73,02/14/2025,N,Major,2.39
89,2025-01-03,Y,Minor,0.02
42,2025-01-20,Y,Major,5.56
3,2025-01-21,N,Major,3.38
69,2025-02-04,Y,Major,0.07
41,2025-01-02,Y,Major,5.67
24,2025-01-30,Y,Minor,3.76
71,01/20/2025,Y,Major,0.87
75,2025-01-01,Y,Major,6.3
3,2025-01-10,Y,Major,3.02
74,2025-01-29,N,Minor,3.46
81,02/19/2025,N,Major,8.56
61,2025-01-12,Y,Major,0.92
3,2025-01-31,N,Major,36.66
4,2025-01-08,Y,,2.64
64,2025-04-10,Y,Major,12.46
95,02/10/2025,Y,Major,8.64
77,2025-01-19,Y,Major,6.17
15,2025-02-03,Y,Minor,19.83
2,2025-02-21,Y,Major,10.36
76,2025-02-21,N,Minor,9.63
27,2025-01-22,Y,Major,9.53
62,2025-02-28,Y,Minor,17.24
48,2025-01-10,Y,Major,4.32
28,2025-03-22,Y,Major,6.43
65,2025-01-08,N,Minor,0.88
5,2025-02-06,Y,Major,4.33
23,2025-01-18,N,Minor,1.28
13,2025-01-08,Y,Minor,1.35
98,2025-01-18,N,Major,4.33
73,2025-02-09,Y,Major,12.0
52,2025-01-09,N,Major,9.98
33,2025-01-24,N,Major,3.84
91,2025-01-09,N,,2.94
4,2025-01-12,Y,Minor,2.51
3,01/23/2025,Y,Minor,1.71
8,2025-01-05,N,Major,11.78
38,2025-02-03,Y,Major,0.51
1,2025-01-12,Y,Minor,5.0
86,01/30/2025,N,Major,0.22
85,2025-01-16,Y,Major,1.52
22,2025-01-01,Y,Major,0.35
32,01/26/2025,Y,Major,2.98
6,2025-03-18,N,Minor,0.26
90,2025-01-06,Y,Minor,5.04
33,2025-01-09,Y,Major,11.22
38,02/26/2025,Y,Minor,5.94
62,2025-02-27,Y,Major,0.44
99,2025-01-09,Y,Major,5.67
33,05/07/2025,Y,Minor,3.27
80,2025-02-24,Y,Major,7.29
92,01/17/2025,Y,Minor,0.75
58,02/07/2025,Y,Major,0.82
64,2025-03-23,Y,,1.16
66,2025-01-13,Y,Major,1.3
26,01/17/2025,Y,Major,9.98
46,2025-01-11,Y,Major,7.6
33,02/25/2025,Y,Minor,0.43
26,01/08/2025,Y,Major,4.85
53,2025-01-21,N,Major,0.79
35,2025-02-08,N,Major,2.61
53,01/13/2025,Y,Major,4.09
65,2025-01-29,N,Major,7.27
58,2025-01-20,N,Major,6.02
67,2025-02-16,Y,Minor,8.24
61,2025-01-09,Y,Major,4.7
33,2025-01-01,Y,Minor,4.41
5,2025-02-06,Y,Minor,0.0
50,2025-04-09,Y,Major,0.99
79,2025-01-03,N,Major,0.76
79,2025-01-06,N,Major,0.26
4,02/25/2025,Y,Minor,10.01
94,2025-02-10,Y,Minor,0.6
70,2025-02-19,Y,Minor,0.03
28,2025-01-03,Y,Minor,6.81
54,2025-01-22,Y,Minor,0.05
23,01/11/2025,Y,Major,3.44
100,2025-01-05,N,Minor,4.31
40,2025-01-23,Y,Minor,0.4
79,2025-02-17,Y,Major,3.57
87,2025-03-11,Y,Major,1.32
43,2025-01-01,Y,Major,1.69
41,2025-01-09,Y,Minor,9.88
2,2025-02-18,Y,Minor,5.4
82,03/14/2025,N,Minor,4.79
59,2025-02-05,Y,Major,1.08
67,2025-02-07,N,Minor,1.69
86,2025-04-19,Y,Major,9.96
22,2025-02-16,N,Minor,0.54
19,2025-01-31,Y,Minor,5.42
1,2025-01-03,N,Major,3.04
45,2025-03-19,Y,Major,2.62
50,01/03/2025,N,Minor,3.69
82,01/16/2025,Y,Minor,0.97
78,2025-03-05,Y,Major,4.29
26,02/24/2025,Y,Minor,8.27
74,01/25/2025,N,Major,1.02
51,2025-01-03,Y,Minor,1.75
16,2025-01-10,N,Major,0.09
3,2025-02-04,N,Major,1.28
23,2025-02-14,N,Major,0.76
17,02/23/2025,Y,Major,0.02
96,01/05/2025,Y,Major,3.62
99,2025-02-12,Y,Major,20.34
97,2025-01-31,Y,Major,2.59
89,01/20/2025,Y,Major,4.28
77,2025-01-09,N,Major,5.46
3,01/13/2025,Y,Major,1.54
15,03/15/2025,N,Major,9.08
10,2025-01-08,Y,Minor,5.85
62,2025-01-05,N,Minor,7.2
77,2025-01-10,Y,,11.77
3,2025-01-04,Y,Major,3.81
33,2025-03-08,Y,Major,2.82
24,03/24/2025,N,Major,4.45
32,2025-03-01,Y,Major,4.03
29,2025-01-29,N,Minor,0.2
100,03/01/2025,Y,Minor,2.78
28,2025-01-04,N,Minor,3.22
47,02/17/2025,N,Major,1.58
65,2025-01-01,N,Major,12.69
38,01/04/2025,Y,Minor,0.12
95,2025-02-06,N,Minor,1.67
79,2025-01-01,N,Major,9.24
95,2025-01-03,Y,Major,1.8
5,2025-02-16,Y,Major,3.0
18,01/18/2025,Y,Minor,1.44
97,2025-01-31,Y,Minor,3.79
86,03/15/2025,Y,Major,2.02
33,2025-04-06,Y,Minor,9.75
29,2025-04-22,Y,Minor,10.07
39,2025-02-02,Y,Minor,2.23
71,2025-01-03,Y,Minor,3.03
20,02/09/2025,N,Minor,1.16
37,2025-01-21,Y,Major,7.74
54,2025-01-02,Y,Minor,13.54
59,01/15/2025,Y,Minor,0.48
1,2025-02-16,Y,Minor,1.47
100,2025-02-15,Y,Major,0.64
50,01/01/2025,N,Minor,10.98
39,2025-02-21,Y,Major,8.3
76,2025-01-03,N,Minor,3.32
22,2025-01-20,Y,Minor,2.34
37,03/01/2025,N,Minor,0.18
47,2025-03-10,N,Minor,0.54
73,2025-01-09,Y,Minor,1.57
61,2025-01-23,Y,Minor,1.54
7,01/27/2025,Y,Major,1.35
61,2025-01-19,Y,Major,0.4
77,2025-01-11,N,Minor,5.07
86,2025-01-14,Y,Major,3.46
16,01/02/2025,N,Major,6.48
41,01/15/2025,N,Major,3.93
87,01/09/2025,N,Major,0.22
78,02/14/2025,Y,Minor,5.56
10,2025-01-09,Y,,0.74
97,2025-01-31,N,,5.38
46,2025-01-09,N,Minor,2.48
99,2025-02-01,Y,Minor,2.66
8,01/24/2025,N,Minor,6.42
100,2025-01-09,N,Major,0.12
76,2025-01-15,N,Minor,14.68
64,01/22/2025,Y,Minor,8.34
4,2025-02-10,N,Minor,0.91
27,2025-01-05,Y,Minor,4.25
59,01/24/2025,Y,Major,0.2
99,2025-02-02,Y,Minor,0.74
13,2025-01-05,Y,Minor,0.65
3,01/20/2025,Y,Major,5.26
17,2025-01-22,N,Major,2.23
97,2025-03-15,Y,Minor,2.31
89,2025-03-20,N,Minor,5.7
51,2025-02-10,Y,Major,9.77
73,2025-01-19,Y,Major,6.44
71,2025-01-09,Y,Major,0.34
6,2025-01-30,Y,Minor,1.35
12,2025-01-28,N,Major,5.53
44,03/20/2025,Y,Major,4.72
71,2025-02-20,N,Minor,2.34
56,2025-02-15,N,,0.66
83,2025-01-22,Y,Minor,3.11
93,02/26/2025,N,Minor,5.93
68,2025-01-16,N,Major,4.54
55,01/13/2025,N,Major,3.34
7,2025-01-11,Y,Minor,23.0
15,2025-01-27,Y,Major,0.07
79,2025-01-10,Y,Major,4.33
25,01/29/2025,N,Minor,3.62
80,2025-01-16,Y,Minor,7.91
27,2025-01-01,Y,Major,9.08
32,2025-02-04,N,Major,2.21
11,01/10/2025,Y,Minor,0.16
23,2025-01-30,N,Minor,5.37
69,2025-02-19,Y,Major,2.62
11,2025-01-24,Y,Major,8.52
85,2025-01-19,Y,Major,0.7
49,2025-01-21,N,Major,8.23
92,2025-01-01,Y,Major,10.16
34,2025-02-06,Y,Major,5.41
66,01/01/2025,Y,Minor,1.64
45,02/25/2025,Y,Major,2.24
63,2025-01-22,Y,Minor,2.06
34,2025-02-02,N,Major,11.61
67,2025-02-06,N,Major,8.82
43,2025-01-12,N,Minor,0.34
18,2025-01-24,N,Minor,0.76
60,2025-01-04,Y,Minor,2.32
85,09/05/2025,N,Major,0.79
3,2025-01-22,Y,Minor,6.91
29,2025-01-19,N,Minor,9.71
39,2025-01-20,N,Major,3.02
65,2025-01-11,Y,Minor,7.27
38,2025-01-26,Y,Minor,2.82
75,2025-01-29,N,Minor,0.89
52,2025-02-16,Y,Major,18.64
60,2025-01-30,N,Minor,1.36
10,2025-01-13,Y,Major,5.17
74,2025-02-02,Y,Minor,4.65
79,2025-02-03,N,Minor,0.52
71,2025-01-12,Y,Minor,4.85
42,02/17/2025,N,Major,5.49
9,2025-01-05,Y,Major,0.38
2,2025-01-03,N,Minor,2.81
46,2025-01-26,Y,,3.39
24,01/03/2025,Y,Major,13.91
4,2025-01-08,N,Major,0.57
5,2025-01-06,Y,Major,6.19
91,2025-03-04,Y,Minor,5.82
85,2025-01-27,N,Minor,2.74
1,2025-01-04,Y,Minor,8.3
93,01/12/2025,Y,Major,10.32
17,2025-01-31,N,Major,4.75
77,2025-01-26,Y,Minor,6.84
9,2025-02-25,N,Minor,11.78
94,2025-01-15,Y,Major,13.86
12,01/28/2025,N,Major,26.57
34,01/18/2025,Y,Minor,6.07
7,01/20/2025,Y,Major,2.01
13,2025-01-18,Y,Minor,3.01
57,03/08/2025,Y,Major,3.11
25,01/06/2025,Y,Major,11.01
24,03/07/2025,Y,Minor,1.95
41,2025-02-23,N,Major,7.71
36,2025-01-04,N,Major,1.38
22,03/04/2025,Y,Major,9.11
44,2025-01-02,Y,Minor,13.3
96,2025-02-03,Y,Minor,5.61
95,02/09/2025,N,,1.45
32,2025-01-09,Y,Minor,3.58
43,2025-03-12,Y,Minor,10.79
92,2025-01-31,Y,Minor,0.24
96,2025-05-07,Y,Minor,4.18
3,01/02/2025,N,Major,4.02
56,2025-03-12,N,Major,0.83
72,2025-01-02,N,Minor,3.78
84,2025-01-15,Y,Minor,2.08
62,2025-01-21,Y,Minor,1.42
59,2025-03-01,N,Minor,2.27
75,2025-02-18,Y,Major,1.11
15,2025-04-19,N,Major,0.58
69,01/19/2025,Y,Major,1.54
94,2025-01-02,N,Minor,7.28
14,2025-01-15,Y,Major,8.34
70,2025-01-03,Y,Minor,6.62
21,2025-01-04,N,Major,13.56
66,01/08/2025,Y,Minor,6.64
59,01/25/2025,Y,Minor,5.24
58,2025-01-28,N,Minor,1.09
29,2025-03-27,Y,Major,0.8
20,2025-04-14,N,Major,5.68
56,2025-04-06,Y,Major,3.91
45,04/11/2025,N,Major,11.93
50,03/03/2025,Y,Major,3.3
72,2025-01-20,N,Major,7.66
1,2025-01-17,Y,Minor,2.37
48,2025-02-23,N,Minor,2.65
80,2025-02-08,Y,Major,0.95
28,2025-02-10,N,Major,2.54
22,2025-06-11,Y,Minor,0.01
8,2025-02-06,Y,Major,4.72
28,2025-01-03,Y,Major,1.54
92,2025-02-10,Y,Major,15.57
33,2025-01-12,Y,Minor,6.31
93,01/12/2025,Y,Minor,12.41
20,2025-01-23,Y,Minor,5.81
59,2025-01-01,N,,3.92
41,2025-01-22,N,Minor,14.33
7,01/16/2025,Y,Major,8.85
73,01/09/2025,Y,Minor,1.16
70,01/02/2025,Y,,11.41
96,2025-01-12,Y,Major,14.11
44,2025-01-25,Y,Minor,5.18
7,2025-01-14,Y,Minor,0.92
17,2025-01-06,Y,Minor,7.95
91,2025-02-12,Y,Major,1.77
34,01/09/2025,N,Major,5.83
63,2025-01-14,N,Major,1.92
88,2025-01-27,Y,Minor,1.6
92,2025-01-10,N,Major,1.08
1,2025-03-27,Y,Minor,0.28
52,2025-03-08,N,Major,6.17
16,01/01/2025,N,Minor,5.9
3,2025-02-12,N,Major,5.83
92,2025-03-07,N,Major,0.88
42,2025-05-01,N,Major,3.03
43,04/13/2025,Y,Major,11.71
35,2025-01-12,Y,Major,0.09
5,01/12/2025,N,Minor,0.22
77,2025-04-23,Y,Minor,1.52
47,2025-03-16,Y,Major,2.57
49,2025-01-03,Y,Minor,0.95
100,2025-02-04,N,Major,0.27
32,01/05/2025,N,Major,1.13
77,03/23/2025,Y,Major,2.51
34,2025-01-23,Y,Minor,0.75
59,2025-02-04,N,Major,5.21
98,01/28/2025,N,Major,5.13
33,01/14/2025,Y,Minor,3.08
21,2025-01-09,Y,Major,2.53
70,2025-02-07,Y,Major,0.69
55,2025-02-16,N,Major,4.89
27,2025-01-05,Y,Minor,0.13
12,2025-01-25,Y,Major,2.91
21,2025-01-10,N,Major,6.04
16,2025-02-10,Y,Minor,1.29
38,2025-01-19,N,Minor,0.08
38,2025-02-16,N,Major,1.05
88,02/13/2025,N,Major,2.18
4,2025-01-11,Y,Major,0.21
